,ori,data_year,offense,cleared,actual
9756,GA0710300,2019,aggravated-assault,1,4
9757,GA0710300,2019,violent-crime,1,4
9758,GA0710300,2019,robbery,0,0
9759,GA0710300,2019,rape-legacy,0,0
9760,GA0710300,2019,rape,0,0
9761,GA0710300,2019,property-crime,4,28
9762,GA0710300,2019,motor-vehicle-theft,0,1
9763,GA0710300,2019,larceny,4,21
9764,GA0710300,2019,human-trafficing,0,0
9765,GA0710300,2019,homicide,0,0
9766,GA0710300,2019,burglary,0,6
9767,GA0710300,2019,arson,0,0
9768,GA0710300,2020,burglary,0,3
9769,GA0710300,2020,arson,0,0
9770,GA0710300,2020,aggravated-assault,1,1
9771,GA0710300,2020,violent-crime,1,1
9772,GA0710300,2020,robbery,0,0
9773,GA0710300,2020,rape-legacy,0,0
9774,GA0710300,2020,rape,0,0
9775,GA0710300,2020,property-crime,0,11
9776,GA0710300,2020,motor-vehicle-theft,0,0
9777,GA0710300,2020,larceny,0,8
9778,GA0710300,2020,human-trafficing,0,0
9779,GA0710300,2020,homicide,0,0
9780,GA0710500,2017,burglary,0,0
9781,GA0710500,2017,homicide,0,0
9782,GA0710500,2017,motor-vehicle-theft,0,0
9783,GA0710500,2017,larceny,2,20
9784,GA0710500,2017,human-trafficing,0,0
9785,GA0710500,2017,robbery,0,0
9786,GA0710500,2017,violent-crime,0,0
9787,GA0710500,2017,rape-legacy,0,0
9788,GA0710500,2017,rape,0,0
9789,GA0710500,2017,property-crime,2,20
9790,GA0710500,2017,aggravated-assault,0,0
9791,GA0710500,2017,arson,0,0
9792,GA0710500,2018,aggravated-assault,0,0
9793,GA0710500,2018,arson,0,0
9794,GA0710500,2018,burglary,0,0
9795,GA0710500,2018,homicide,0,0
9796,GA0710500,2018,larceny,1,14
9797,GA0710500,2018,motor-vehicle-theft,0,0
9798,GA0710500,2018,property-crime,1,14
9799,GA0710500,2018,rape,0,0
9800,GA0710500,2018,rape-legacy,0,0
9801,GA0710500,2018,robbery,0,0
9802,GA0710500,2018,violent-crime,0,0
9803,GA0710500,2018,human-trafficing,0,0
9804,GA0710500,2019,aggravated-assault,0,0
9805,GA0710500,2019,violent-crime,0,0
9806,GA0710500,2019,robbery,0,0
9807,GA0710500,2019,rape-legacy,0,0
9808,GA0710500,2019,rape,0,0
9809,GA0710500,2019,property-crime,3,17
9810,GA0710500,2019,motor-vehicle-theft,0,0
9811,GA0710500,2019,larceny,2,16
9812,GA0710500,2019,human-trafficing,0,0
9813,GA0710500,2019,homicide,0,0
9814,GA0710500,2019,burglary,1,1
9815,GA0710500,2019,arson,0,0
9816,GA0710500,2020,arson,0,0
9817,GA0710500,2020,burglary,0,0
9818,GA0710500,2020,aggravated-assault,0,0
9819,GA0710500,2020,homicide,0,0
9820,GA0710500,2020,human-trafficing,0,0
9821,GA0710500,2020,larceny,0,2
9822,GA0710500,2020,motor-vehicle-theft,0,0
9823,GA0710500,2020,property-crime,0,2
9824,GA0710500,2020,rape,0,0
9825,GA0710500,2020,rape-legacy,0,0
9826,GA0710500,2020,robbery,0,0
9827,GA0710500,2020,violent-crime,0,0
9828,GA0720000,2017,arson,0,0
9829,GA0720000,2017,human-trafficing,0,0
9830,GA0720000,2017,homicide,0,0
9831,GA0720000,2017,property-crime,67,172
9832,GA0720000,2017,motor-vehicle-theft,4,13
9833,GA0720000,2017,larceny,36,109
9834,GA0720000,2017,violent-crime,7,10
9835,GA0720000,2017,robbery,0,3
9836,GA0720000,2017,rape-legacy,0,0
9837,GA0720000,2017,rape,1,1
9838,GA0720000,2017,burglary,27,50
9839,GA0720000,2017,aggravated-assault,6,6
9840,GA0720000,2018,human-trafficing,0,0
9841,GA0720000,2018,aggravated-assault,3,21
9842,GA0720000,2018,violent-crime,3,23
9843,GA0720000,2018,robbery,0,0
9844,GA0720000,2018,rape-legacy,0,0
9845,GA0720000,2018,rape,0,2
9846,GA0720000,2018,property-crime,34,96
9847,GA0720000,2018,motor-vehicle-theft,6,9
9848,GA0720000,2018,larceny,22,67
9849,GA0720000,2018,homicide,0,0
9850,GA0720000,2018,burglary,6,20
9851,GA0720000,2018,arson,0,0
9852,GA0720000,2019,robbery,0,1
9853,GA0720000,2019,rape-legacy,0,0
9854,GA0720000,2019,rape,0,1
9855,GA0720000,2019,property-crime,32,71
9856,GA0720000,2019,motor-vehicle-theft,2,8
9857,GA0720000,2019,larceny,23,52
9858,GA0720000,2019,human-trafficing,0,0
9859,GA0720000,2019,homicide,0,0
9860,GA0720000,2019,burglary,7,11
9861,GA0720000,2019,arson,0,0
9862,GA0720000,2019,aggravated-assault,1,25
9863,GA0720000,2019,violent-crime,1,27
9864,GA0720000,2020,robbery,1,1
9865,GA0720000,2020,aggravated-assault,0,3
9866,GA0720000,2020,arson,0,0
9867,GA0720000,2020,burglary,0,17
9868,GA0720000,2020,homicide,0,1
9869,GA0720000,2020,human-trafficing,0,0
9870,GA0720000,2020,larceny,2,68
9871,GA0720000,2020,motor-vehicle-theft,0,9
9872,GA0720000,2020,property-crime,2,94
9873,GA0720000,2020,rape,0,0
9874,GA0720000,2020,rape-legacy,0,0
9875,GA0720000,2020,violent-crime,1,5
9876,GA0720100,2017,violent-crime,2,7
9877,GA0720100,2017,burglary,1,9
9878,GA0720100,2017,homicide,0,0
9879,GA0720100,2017,human-trafficing,0,0
9880,GA0720100,2017,larceny,6,31
9881,GA0720100,2017,motor-vehicle-theft,1,3
9882,GA0720100,2017,property-crime,8,43
9883,GA0720100,2017,rape,0,1
9884,GA0720100,2017,rape-legacy,0,0
9885,GA0720100,2017,robbery,0,2
9886,GA0720100,2017,arson,0,0
9887,GA0720100,2017,aggravated-assault,2,4
9888,GA0720100,2018,aggravated-assault,0,3
9889,GA0720100,2018,arson,0,0
9890,GA0720100,2018,burglary,0,11
9891,GA0720100,2018,homicide,0,0
9892,GA0720100,2018,human-trafficing,0,0
9893,GA0720100,2018,rape,0,0
9894,GA0720100,2018,rape-legacy,0,0
9895,GA0720100,2018,robbery,0,1
9896,GA0720100,2018,violent-crime,0,4
9897,GA0720100,2018,larceny,1,22
9898,GA0720100,2018,motor-vehicle-theft,1,4
9899,GA0720100,2018,property-crime,2,37
9900,GA0720100,2019,aggravated-assault,2,7
9901,GA0720100,2019,violent-crime,2,9
9902,GA0720100,2019,robbery,0,1
9903,GA0720100,2019,rape-legacy,0,0
9904,GA0720100,2019,rape,0,1
9905,GA0720100,2019,property-crime,4,39
9906,GA0720100,2019,motor-vehicle-theft,2,4
9907,GA0720100,2019,larceny,2,31
9908,GA0720100,2019,human-trafficing,0,0
9909,GA0720100,2019,homicide,0,0
9910,GA0720100,2019,burglary,0,4
9911,GA0720100,2019,arson,0,0
9912,GA0720100,2020,rape-legacy,0,0
9913,GA0720100,2020,aggravated-assault,0,1
9914,GA0720100,2020,violent-crime,0,2
9915,GA0720100,2020,arson,0,0
9916,GA0720100,2020,burglary,0,3
9917,GA0720100,2020,homicide,0,0
9918,GA0720100,2020,human-trafficing,0,0
9919,GA0720100,2020,larceny,0,23
9920,GA0720100,2020,motor-vehicle-theft,0,1
9921,GA0720100,2020,property-crime,0,27
9922,GA0720100,2020,rape,0,0
9923,GA0720100,2020,robbery,0,1
9924,GA0720300,2018,violent-crime,0,0
9925,GA0720300,2018,robbery,0,0
9926,GA0720300,2018,rape-legacy,0,0
9927,GA0720300,2018,rape,0,0
9928,GA0720300,2018,property-crime,0,0
9929,GA0720300,2018,motor-vehicle-theft,0,0
9930,GA0720300,2018,larceny,0,0
9931,GA0720300,2018,human-trafficing,0,0
9932,GA0720300,2018,homicide,0,0
9933,GA0720300,2018,burglary,0,0
9934,GA0720300,2018,arson,0,0
9935,GA0720300,2018,aggravated-assault,0,0
9936,GA0720300,2019,burglary,0,0
9937,GA0720300,2019,aggravated-assault,1,1
9938,GA0720300,2019,violent-crime,1,1
9939,GA0720300,2019,robbery,0,0
9940,GA0720300,2019,rape-legacy,0,0
9941,GA0720300,2019,rape,0,0
9942,GA0720300,2019,property-crime,4,5
9943,GA0720300,2019,motor-vehicle-theft,0,0
9944,GA0720300,2019,larceny,4,5
9945,GA0720300,2019,human-trafficing,0,0
9946,GA0720300,2019,homicide,0,0
9947,GA0720300,2019,arson,0,0
9948,GA0720300,2020,rape,0,0
9949,GA0720300,2020,violent-crime,0,0
9950,GA0720300,2020,robbery,0,0
9951,GA0720300,2020,rape-legacy,0,0
9952,GA0720300,2020,property-crime,0,1
9953,GA0720300,2020,motor-vehicle-theft,0,0
9954,GA0720300,2020,larceny,0,1
9955,GA0720300,2020,human-trafficing,0,0
9956,GA0720300,2020,homicide,0,0
9957,GA0720300,2020,burglary,0,0
9958,GA0720300,2020,arson,0,0
9959,GA0720300,2020,aggravated-assault,0,0
9960,GA0730000,2017,human-trafficing,0,0
9961,GA0730000,2017,aggravated-assault,16,44
9962,GA0730000,2017,arson,1,1
9963,GA0730000,2017,burglary,1,67
9964,GA0730000,2017,homicide,0,0
9965,GA0730000,2017,larceny,28,172
9966,GA0730000,2017,motor-vehicle-theft,1,10
9967,GA0730000,2017,property-crime,30,249
9968,GA0730000,2017,rape,0,1
9969,GA0730000,2017,rape-legacy,0,0
9970,GA0730000,2017,robbery,0,1
9971,GA0730000,2017,violent-crime,16,46
9972,GA0730000,2018,aggravated-assault,10,59
9973,GA0730000,2018,arson,0,0
9974,GA0730000,2018,burglary,6,56
9975,GA0730000,2018,homicide,1,1
9976,GA0730000,2018,human-trafficing,0,0
9977,GA0730000,2018,larceny,18,223
9978,GA0730000,2018,motor-vehicle-theft,2,7
9979,GA0730000,2018,property-crime,26,286
9980,GA0730000,2018,rape,1,1
9981,GA0730000,2018,rape-legacy,0,0
9982,GA0730000,2018,robbery,0,2
9983,GA0730000,2018,violent-crime,12,63
9984,GA0730000,2019,aggravated-assault,15,44
9985,GA0730000,2019,violent-crime,15,47
9986,GA0730000,2019,arson,0,1
9987,GA0730000,2019,burglary,8,42
9988,GA0730000,2019,homicide,0,0
9989,GA0730000,2019,human-trafficing,0,0
9990,GA0730000,2019,larceny,12,127
9991,GA0730000,2019,motor-vehicle-theft,4,8
9992,GA0730000,2019,property-crime,24,177
9993,GA0730000,2019,rape,0,1
9994,GA0730000,2019,rape-legacy,0,0
9995,GA0730000,2019,robbery,0,2
9996,GA0730000,2020,violent-crime,31,55
9997,GA0730000,2020,rape-legacy,1,4
9998,GA0730000,2020,rape,1,6
9999,GA0730000,2020,property-crime,13,182
10000,GA0730000,2020,motor-vehicle-theft,1,13
10001,GA0730000,2020,larceny,8,124
10002,GA0730000,2020,human-trafficing,0,0
10003,GA0730000,2020,homicide,1,1
10004,GA0730000,2020,burglary,4,45
10005,GA0730000,2020,arson,0,1
10006,GA0730000,2020,aggravated-assault,29,47
10007,GA0730000,2020,robbery,0,1
10008,GA0740000,2017,violent-crime,16,13
10009,GA0740000,2017,robbery,1,0
10010,GA0740000,2017,aggravated-assault,14,12
10011,GA0740000,2017,rape-legacy,0,0
10012,GA0740000,2017,rape,1,1
10013,GA0740000,2017,property-crime,29,111
10014,GA0740000,2017,motor-vehicle-theft,7,19
10015,GA0740000,2017,larceny,12,57
10016,GA0740000,2017,human-trafficing,0,0
10017,GA0740000,2017,homicide,0,0
10018,GA0740000,2017,burglary,10,35
10019,GA0740000,2017,arson,0,2
10020,GA0740000,2018,violent-crime,15,18
10021,GA0740000,2018,robbery,0,1
10022,GA0740000,2018,rape-legacy,0,0
10023,GA0740000,2018,rape,0,1
10024,GA0740000,2018,property-crime,29,107
10025,GA0740000,2018,motor-vehicle-theft,7,22
10026,GA0740000,2018,larceny,16,63
10027,GA0740000,2018,human-trafficing,0,0
10028,GA0740000,2018,homicide,0,0
10029,GA0740000,2018,burglary,6,22
10030,GA0740000,2018,arson,0,0
10031,GA0740000,2018,aggravated-assault,15,16
10032,GA0740000,2019,human-trafficing,0,0
10033,GA0740000,2019,arson,1,2
10034,GA0740000,2019,burglary,3,25
10035,GA0740000,2019,violent-crime,15,18
10036,GA0740000,2019,robbery,0,2
10037,GA0740000,2019,rape-legacy,1,1
10038,GA0740000,2019,rape,1,1
10039,GA0740000,2019,property-crime,16,96
10040,GA0740000,2019,motor-vehicle-theft,0,11
10041,GA0740000,2019,larceny,13,60
10042,GA0740000,2019,aggravated-assault,14,15
10043,GA0740000,2019,homicide,0,0
10044,GA0740000,2020,motor-vehicle-theft,7,13
10045,GA0740000,2020,arson,2,1
10046,GA0740000,2020,burglary,5,29
10047,GA0740000,2020,homicide,0,0
10048,GA0740000,2020,human-trafficing,0,0
10049,GA0740000,2020,larceny,8,76
10050,GA0740000,2020,property-crime,20,118
10051,GA0740000,2020,rape,1,1
10052,GA0740000,2020,rape-legacy,0,0
10053,GA0740000,2020,robbery,1,1
10054,GA0740000,2020,violent-crime,14,21
10055,GA0740000,2020,aggravated-assault,12,19
10056,GA0740100,2017,human-trafficing,0,0
10057,GA0740100,2017,violent-crime,1,1
10058,GA0740100,2017,robbery,0,0
10059,GA0740100,2017,rape-legacy,0,0
10060,GA0740100,2017,rape,0,0
10061,GA0740100,2017,property-crime,9,34
10062,GA0740100,2017,motor-vehicle-theft,1,1
10063,GA0740100,2017,larceny,8,32
10064,GA0740100,2017,homicide,0,0
10065,GA0740100,2017,burglary,0,1
10066,GA0740100,2017,arson,0,0
10067,GA0740100,2017,aggravated-assault,1,1
10068,GA0740100,2018,rape-legacy,0,0
10069,GA0740100,2018,aggravated-assault,0,0
10070,GA0740100,2018,arson,0,0
10071,GA0740100,2018,burglary,0,1
10072,GA0740100,2018,homicide,0,0
10073,GA0740100,2018,human-trafficing,0,0
10074,GA0740100,2018,larceny,2,17
10075,GA0740100,2018,motor-vehicle-theft,2,2
10076,GA0740100,2018,property-crime,4,20
10077,GA0740100,2018,rape,0,0
10078,GA0740100,2018,robbery,0,0
10079,GA0740100,2018,violent-crime,0,0
10080,GA0740100,2019,violent-crime,2,3
10081,GA0740100,2019,arson,0,0
10082,GA0740100,2019,burglary,1,2
10083,GA0740100,2019,homicide,0,0
10084,GA0740100,2019,human-trafficing,0,0
10085,GA0740100,2019,larceny,7,25
10086,GA0740100,2019,motor-vehicle-theft,2,2
10087,GA0740100,2019,property-crime,10,29
10088,GA0740100,2019,rape,0,0
10089,GA0740100,2019,rape-legacy,0,0
10090,GA0740100,2019,robbery,1,1
10091,GA0740100,2019,aggravated-assault,1,2
10092,GA0740100,2020,violent-crime,0,2
10093,GA0740100,2020,rape-legacy,0,1
10094,GA0740100,2020,rape,0,1
10095,GA0740100,2020,property-crime,3,19
10096,GA0740100,2020,motor-vehicle-theft,0,1
10097,GA0740100,2020,larceny,3,15
10098,GA0740100,2020,aggravated-assault,0,0
10099,GA0740100,2020,human-trafficing,0,0
10100,GA0740100,2020,homicide,0,0
10101,GA0740100,2020,burglary,0,3
10102,GA0740100,2020,arson,0,0
10103,GA0740100,2020,robbery,0,1
10104,GA0750000,2017,aggravated-assault,0,0
10105,GA0750000,2017,rape-legacy,0,0
10106,GA0750000,2017,rape,0,0
10107,GA0750000,2017,arson,0,0
10108,GA0750000,2017,burglary,0,0
10109,GA0750000,2017,homicide,0,0
10110,GA0750000,2017,human-trafficing,0,0
10111,GA0750000,2017,larceny,10,87
10112,GA0750000,2017,motor-vehicle-theft,0,0
10113,GA0750000,2017,property-crime,10,87
10114,GA0750000,2017,robbery,0,0
10115,GA0750000,2017,violent-crime,0,0
10116,GA0750000,2018,violent-crime,0,0
10117,GA0750000,2018,aggravated-assault,0,0
10118,GA0750000,2018,arson,0,0
10119,GA0750000,2018,burglary,0,0
10120,GA0750000,2018,homicide,0,0
10121,GA0750000,2018,human-trafficing,0,0
10122,GA0750000,2018,larceny,7,78
10123,GA0750000,2018,motor-vehicle-theft,0,0
10124,GA0750000,2018,property-crime,7,78
10125,GA0750000,2018,rape,0,0
10126,GA0750000,2018,rape-legacy,0,0
10127,GA0750000,2018,robbery,0,0
10128,GA0750000,2019,aggravated-assault,0,0
10129,GA0750000,2019,arson,0,0
10130,GA0750000,2019,burglary,0,0
10131,GA0750000,2019,homicide,0,0
10132,GA0750000,2019,human-trafficing,0,0
10133,GA0750000,2019,larceny,8,31
10134,GA0750000,2019,motor-vehicle-theft,0,0
10135,GA0750000,2019,property-crime,8,31
10136,GA0750000,2019,rape,0,0
10137,GA0750000,2019,rape-legacy,0,0
10138,GA0750000,2019,robbery,1,0
10139,GA0750000,2019,violent-crime,1,0
10140,GA0750000,2020,violent-crime,0,9
10141,GA0750000,2020,aggravated-assault,0,8
10142,GA0750000,2020,arson,0,0
10143,GA0750000,2020,burglary,0,0
10144,GA0750000,2020,homicide,0,1
10145,GA0750000,2020,human-trafficing,0,0
10146,GA0750000,2020,larceny,0,0
10147,GA0750000,2020,motor-vehicle-theft,0,1
10148,GA0750000,2020,property-crime,0,1
10149,GA0750000,2020,rape,0,0
10150,GA0750000,2020,rape-legacy,0,0
10151,GA0750000,2020,robbery,0,0
10152,GA0750100,2017,burglary,11,93
10153,GA0750100,2017,violent-crime,36,72
10154,GA0750100,2017,robbery,9,28
10155,GA0750100,2017,rape-legacy,0,0
10156,GA0750100,2017,rape,1,7
10157,GA0750100,2017,property-crime,219,700
10158,GA0750100,2017,motor-vehicle-theft,6,47
10159,GA0750100,2017,larceny,202,560
10160,GA0750100,2017,human-trafficing,0,0
10161,GA0750100,2017,homicide,0,0
10162,GA0750100,2017,arson,0,0
10163,GA0750100,2017,aggravated-assault,26,37
10164,GA0750100,2018,violent-crime,25,37
10165,GA0750100,2018,robbery,4,7
10166,GA0750100,2018,rape-legacy,0,0
10167,GA0750100,2018,rape,5,7
10168,GA0750100,2018,property-crime,233,662
10169,GA0750100,2018,motor-vehicle-theft,12,38
10170,GA0750100,2018,larceny,213,560
10171,GA0750100,2018,human-trafficing,0,0
10172,GA0750100,2018,homicide,1,1
10173,GA0750100,2018,burglary,8,64
10174,GA0750100,2018,arson,0,0
10175,GA0750100,2018,aggravated-assault,15,22
10176,GA0750100,2019,property-crime,165,768
10177,GA0750100,2019,motor-vehicle-theft,10,66
10178,GA0750100,2019,rape-legacy,1,1
10179,GA0750100,2019,larceny,142,594
10180,GA0750100,2019,aggravated-assault,20,53
10181,GA0750100,2019,rape,2,5
10182,GA0750100,2019,burglary,13,108
10183,GA0750100,2019,homicide,0,2
10184,GA0750100,2019,human-trafficing,0,0
10185,GA0750100,2019,violent-crime,25,72
10186,GA0750100,2019,arson,4,3
10187,GA0750100,2019,robbery,3,12
10188,GA0750100,2020,aggravated-assault,22,58
10189,GA0750100,2020,violent-crime,30,88
10190,GA0750100,2020,robbery,5,15
10191,GA0750100,2020,rape-legacy,0,6
10192,GA0750100,2020,rape,1,15
10193,GA0750100,2020,property-crime,110,714
10194,GA0750100,2020,motor-vehicle-theft,15,87
10195,GA0750100,2020,larceny,82,545
10196,GA0750100,2020,human-trafficing,0,0
10197,GA0750100,2020,homicide,2,0
10198,GA0750100,2020,burglary,13,82
10199,GA0750100,2020,arson,0,3
10200,GA0750300,2017,rape-legacy,0,0
10201,GA0750300,2017,robbery,1,3
10202,GA0750300,2017,violent-crime,5,16
10203,GA0750300,2017,rape,2,4
10204,GA0750300,2017,aggravated-assault,2,8
10205,GA0750300,2017,arson,1,1
10206,GA0750300,2017,burglary,1,6
10207,GA0750300,2017,homicide,0,1
10208,GA0750300,2017,human-trafficing,0,0
10209,GA0750300,2017,larceny,21,76
10210,GA0750300,2017,motor-vehicle-theft,0,9
10211,GA0750300,2017,property-crime,22,91
10212,GA0750300,2018,arson,0,0
10213,GA0750300,2018,violent-crime,5,16
10214,GA0750300,2018,robbery,2,4
10215,GA0750300,2018,rape-legacy,0,0
10216,GA0750300,2018,rape,1,0
10217,GA0750300,2018,property-crime,29,106
10218,GA0750300,2018,motor-vehicle-theft,1,4
10219,GA0750300,2018,larceny,27,88
10220,GA0750300,2018,human-trafficing,0,0
10221,GA0750300,2018,homicide,0,0
10222,GA0750300,2018,burglary,1,14
10223,GA0750300,2018,aggravated-assault,2,12
10224,GA0750300,2019,larceny,15,56
10225,GA0750300,2019,homicide,0,0
10226,GA0750300,2019,burglary,1,5
10227,GA0750300,2019,arson,0,0
10228,GA0750300,2019,aggravated-assault,6,5
10229,GA0750300,2019,violent-crime,8,8
10230,GA0750300,2019,robbery,1,2
10231,GA0750300,2019,rape-legacy,0,0
10232,GA0750300,2019,rape,1,1
10233,GA0750300,2019,property-crime,16,68
10234,GA0750300,2019,motor-vehicle-theft,0,7
10235,GA0750300,2019,human-trafficing,0,0
10236,GA0750300,2020,rape-legacy,0,1
10237,GA0750300,2020,rape,0,1
10238,GA0750300,2020,aggravated-assault,1,4
10239,GA0750300,2020,arson,1,1
10240,GA0750300,2020,burglary,0,4
10241,GA0750300,2020,homicide,0,0
10242,GA0750300,2020,human-trafficing,0,0
10243,GA0750300,2020,larceny,1,37
10244,GA0750300,2020,motor-vehicle-theft,0,8
10245,GA0750300,2020,property-crime,1,49
10246,GA0750300,2020,violent-crime,1,7
10247,GA0750300,2020,robbery,0,2
10248,GA0750500,2017,violent-crime,139,351
10249,GA0750500,2017,aggravated-assault,117,215
10250,GA0750500,2017,arson,2,13
10251,GA0750500,2017,burglary,49,811
10252,GA0750500,2017,homicide,2,3
10253,GA0750500,2017,human-trafficing,0,0
10254,GA0750500,2017,larceny,344,2735
10255,GA0750500,2017,motor-vehicle-theft,56,403
10256,GA0750500,2017,property-crime,449,3949
10257,GA0750500,2017,rape,1,34
10258,GA0750500,2017,rape-legacy,0,0
10259,GA0750500,2017,robbery,19,99
10260,GA0750500,2018,burglary,28,572
10261,GA0750500,2018,aggravated-assault,58,165
10262,GA0750500,2018,violent-crime,77,300
10263,GA0750500,2018,robbery,6,87
10264,GA0750500,2018,rape-legacy,0,0
10265,GA0750500,2018,rape,10,44
10266,GA0750500,2018,property-crime,472,3589
10267,GA0750500,2018,motor-vehicle-theft,43,409
10268,GA0750500,2018,larceny,401,2608
10269,GA0750500,2018,human-trafficing,0,0
10270,GA0750500,2018,homicide,3,4
10271,GA0750500,2018,arson,0,3
10272,GA0750500,2019,larceny,192,952
10273,GA0750500,2019,rape-legacy,0,0
10274,GA0750500,2019,aggravated-assault,31,68
10275,GA0750500,2019,arson,0,3
10276,GA0750500,2019,violent-crime,36,107
10277,GA0750500,2019,robbery,1,19
10278,GA0750500,2019,burglary,12,163
10279,GA0750500,2019,homicide,1,4
10280,GA0750500,2019,human-trafficing,0,0
10281,GA0750500,2019,motor-vehicle-theft,12,145
10282,GA0750500,2019,property-crime,216,1260
10283,GA0750500,2019,rape,3,16
10284,GA0750500,2020,motor-vehicle-theft,0,19
10285,GA0750500,2020,larceny,1,63
10286,GA0750500,2020,human-trafficing,0,0
10287,GA0750500,2020,homicide,0,0
10288,GA0750500,2020,burglary,8,18
10289,GA0750500,2020,arson,0,0
10290,GA0750500,2020,aggravated-assault,1,3
10291,GA0750500,2020,rape,0,2
10292,GA0750500,2020,rape-legacy,0,1
10293,GA0750500,2020,robbery,0,1
10294,GA0750500,2020,violent-crime,1,6
10295,GA0750500,2020,property-crime,9,100
10296,GA0760100,2017,robbery,19,11
10297,GA0760100,2017,burglary,99,44
10298,GA0760100,2017,arson,1,2
10299,GA0760100,2017,aggravated-assault,27,25
10300,GA0760100,2017,violent-crime,49,40
10301,GA0760100,2017,rape-legacy,0,0
10302,GA0760100,2017,rape,2,4
10303,GA0760100,2017,property-crime,587,326
10304,GA0760100,2017,motor-vehicle-theft,24,30
10305,GA0760100,2017,larceny,464,252
10306,GA0760100,2017,human-trafficing,0,0
10307,GA0760100,2017,homicide,1,0
10308,GA0760100,2018,aggravated-assault,18,29
10309,GA0760100,2018,burglary,55,50
10310,GA0760100,2018,homicide,0,0
10311,GA0760100,2018,human-trafficing,0,0
10312,GA0760100,2018,larceny,425,199
10313,GA0760100,2018,motor-vehicle-theft,10,21
10314,GA0760100,2018,property-crime,490,270
10315,GA0760100,2018,rape,5,4
10316,GA0760100,2018,rape-legacy,0,0
10317,GA0760100,2018,robbery,6,7
10318,GA0760100,2018,violent-crime,29,40
10319,GA0760100,2018,arson,0,0
10320,GA0760100,2019,aggravated-assault,0,0
10321,GA0760100,2019,burglary,0,0
10322,GA0760100,2019,homicide,0,0
10323,GA0760100,2019,human-trafficing,0,0
10324,GA0760100,2019,larceny,0,0
10325,GA0760100,2019,motor-vehicle-theft,0,0
10326,GA0760100,2019,property-crime,0,0
10327,GA0760100,2019,rape,0,0
10328,GA0760100,2019,rape-legacy,0,0
10329,GA0760100,2019,robbery,0,0
10330,GA0760100,2019,violent-crime,0,0
10331,GA0760100,2019,arson,0,0
10332,GA0760100,2020,rape-legacy,1,3
10333,GA0760100,2020,homicide,3,3
10334,GA0760100,2020,aggravated-assault,15,35
10335,GA0760100,2020,violent-crime,20,45
10336,GA0760100,2020,robbery,1,4
10337,GA0760100,2020,arson,0,3
10338,GA0760100,2020,burglary,8,32
10339,GA0760100,2020,rape,1,3
10340,GA0760100,2020,human-trafficing,0,0
10341,GA0760100,2020,larceny,77,344
10342,GA0760100,2020,motor-vehicle-theft,5,21
10343,GA0760100,2020,property-crime,90,397
10344,GA0760200,2017,homicide,5,5
10345,GA0760200,2017,human-trafficing,0,0
10346,GA0760200,2017,larceny,983,3072
10347,GA0760200,2017,motor-vehicle-theft,93,230
10348,GA0760200,2017,property-crime,1173,4107
10349,GA0760200,2017,rape,12,34
10350,GA0760200,2017,rape-legacy,0,0
10351,GA0760200,2017,robbery,40,132
10352,GA0760200,2017,violent-crime,192,385
10353,GA0760200,2017,burglary,97,805
10354,GA0760200,2017,arson,8,17
10355,GA0760200,2017,aggravated-assault,135,214
10356,GA0760200,2018,violent-crime,285,444
10357,GA0760200,2018,aggravated-assault,210,287
10358,GA0760200,2018,arson,7,19
10359,GA0760200,2018,burglary,120,726
10360,GA0760200,2018,homicide,4,8
10361,GA0760200,2018,human-trafficing,0,0
10362,GA0760200,2018,larceny,1209,3258
10363,GA0760200,2018,motor-vehicle-theft,90,216
10364,GA0760200,2018,property-crime,1419,4200
10365,GA0760200,2018,rape,38,63
10366,GA0760200,2018,rape-legacy,0,0
10367,GA0760200,2018,robbery,33,86
10368,GA0760200,2019,violent-crime,203,419
10369,GA0760200,2019,arson,4,13
10370,GA0760200,2019,property-crime,908,3614
10371,GA0760200,2019,motor-vehicle-theft,63,238
10372,GA0760200,2019,larceny,758,2749
10373,GA0760200,2019,human-trafficing,0,0
10374,GA0760200,2019,homicide,1,3
10375,GA0760200,2019,burglary,87,627
10376,GA0760200,2019,robbery,31,104
10377,GA0760200,2019,rape-legacy,0,8
10378,GA0760200,2019,rape,24,44
10379,GA0760200,2019,aggravated-assault,147,268
10380,GA0760200,2020,robbery,19,80
10381,GA0760200,2020,violent-crime,126,495
10382,GA0760200,2020,aggravated-assault,104,382
10383,GA0760200,2020,arson,3,14
10384,GA0760200,2020,property-crime,282,3154
10385,GA0760200,2020,rape,2,31
10386,GA0760200,2020,burglary,22,481
10387,GA0760200,2020,homicide,1,2
10388,GA0760200,2020,human-trafficing,0,0
10389,GA0760200,2020,larceny,242,2411
10390,GA0760200,2020,motor-vehicle-theft,18,262
10391,GA0760200,2020,rape-legacy,2,23
10392,GA0760300,2017,property-crime,352,387
10393,GA0760300,2017,homicide,0,0
10394,GA0760300,2017,burglary,37,37
10395,GA0760300,2017,arson,0,0
10396,GA0760300,2017,aggravated-assault,25,24
10397,GA0760300,2017,rape,0,0
10398,GA0760300,2017,rape-legacy,0,0
10399,GA0760300,2017,robbery,5,3
10400,GA0760300,2017,violent-crime,30,27
10401,GA0760300,2017,motor-vehicle-theft,7,7
10402,GA0760300,2017,larceny,308,343
10403,GA0760300,2017,human-trafficing,0,0
10404,GA0760300,2018,aggravated-assault,26,26
